0.000	0.0049	-0.0000	0.0049
0.025	-0.0012	-0.0000	-0.0012
0.050	-0.0012	-0.0000	-0.0012
0.075	-0.0012	-0.0000	-0.0012
0.100	-0.0012	-0.0000	-0.0012
0.125	-0.0012	-0.0000	-0.0012
0.150	-0.0012	-0.0000	-0.0012
0.175	-0.0012	-0.0000	-0.0012
0.200	-0.0012	-0.0000	-0.0012
0.225	-0.0012	-0.0000	-0.0012
0.250	-0.0012	-0.0000	-0.0012
0.275	-0.0012	-0.0000	-0.0012
0.300	-0.0012	-0.0000	-0.0012
0.325	-0.0012	-0.0000	-0.0012
0.350	-0.0012	-0.0000	-0.0011
0.375	-0.0011	-0.0000	-0.0011
0.400	-0.0011	-0.0000	-0.0011
0.425	-0.0011	-0.0000	-0.0011
0.450	-0.0011	-0.0000	-0.0011
0.475	-0.0011	-0.0000	-0.0011
0.500	-0.0011	-0.0000	-0.0011
0.525	-0.0011	-0.0000	-0.0011
0.550	-0.0011	-0.0000	-0.0011
0.575	-0.0011	-0.0000	-0.0011
0.600	-0.0011	-0.0000	-0.0011
0.625	-0.0011	-0.0001	-0.0011
0.650	-0.0011	-0.0001	-0.0011
0.675	-0.0011	-0.0001	-0.0011
0.700	-0.0012	-0.0001	-0.0011
0.725	-0.0012	-0.0001	-0.0011
0.750	-0.0012	-0.0001	-0.0011
0.775	-0.0012	-0.0001	-0.0010
0.800	-0.0012	-0.0002	-0.0010
0.825	-0.0012	-0.0002	-0.0010
0.850	-0.0012	-0.0002	-0.0010
0.875	-0.0012	-0.0002	-0.0010
0.900	-0.0013	-0.0002	-0.0010
0.925	-0.0013	-0.0003	-0.0010
0.950	-0.0013	-0.0003	-0.0010
0.975	-0.0013	-0.0003	-0.0010
1.000	-0.0013	-0.0003	-0.0010
1.025	-0.0013	-0.0003	-0.0010
1.050	-0.0013	-0.0004	-0.0010
1.075	-0.0013	-0.0004	-0.0010
1.100	-0.0014	-0.0004	-0.0010
1.125	-0.0014	-0.0004	-0.0010
1.150	-0.0014	-0.0004	-0.0009
1.175	-0.0014	-0.0004	-0.0009
1.200	-0.0014	-0.0004	-0.0009
1.225	-0.0014	-0.0004	-0.0009
1.250	-0.0014	-0.0004	-0.0009
1.275	-0.0014	-0.0005	-0.0009
1.300	-0.0014	-0.0005	-0.0009
1.325	-0.0014	-0.0005	-0.0009
1.350	-0.0014	-0.0005	-0.0009
1.375	-0.0014	-0.0005	-0.0009
1.400	-0.0014	-0.0005	-0.0009
1.425	-0.0014	-0.0005	-0.0009
1.450	-0.0014	-0.0005	-0.0009
1.475	-0.0013	-0.0005	-0.0009
1.500	-0.0013	-0.0005	-0.0009
1.525	-0.0013	-0.0005	-0.0009
1.550	-0.0013	-0.0005	-0.0009
1.575	-0.0013	-0.0005	-0.0009
1.600	-0.0013	-0.0005	-0.0009
1.625	-0.0013	-0.0005	-0.0009
1.650	-0.0013	-0.0005	-0.0008
1.675	-0.0013	-0.0005	-0.0008
1.700	-0.0013	-0.0005	-0.0008
1.725	-0.0013	-0.0005	-0.0008
1.750	-0.0013	-0.0005	-0.0008
1.775	-0.0013	-0.0005	-0.0008
1.800	-0.0013	-0.0005	-0.0008
1.825	-0.0013	-0.0005	-0.0008
1.850	-0.0013	-0.0005	-0.0008
1.875	-0.0013	-0.0005	-0.0008
1.900	-0.0013	-0.0005	-0.0008
1.925	-0.0013	-0.0005	-0.0008
1.950	-0.0012	-0.0004	-0.0008
1.975	-0.0012	-0.0004	-0.0008
2.000	-0.0012	-0.0004	-0.0008
2.025	-0.0012	-0.0004	-0.0008
2.050	-0.0012	-0.0004	-0.0008
2.075	-0.0011	-0.0004	-0.0008
2.100	-0.0011	-0.0004	-0.0008
2.125	-0.0011	-0.0003	-0.0008
2.150	-0.0011	-0.0003	-0.0008
2.175	-0.0011	-0.0003	-0.0008
2.200	-0.0011	-0.0003	-0.0008
2.225	-0.0011	-0.0003	-0.0008
2.250	-0.0011	-0.0003	-0.0008
2.275	-0.0011	-0.0003	-0.0008
2.300	-0.0010	-0.0003	-0.0008
2.325	-0.0010	-0.0003	-0.0008
2.350	-0.0010	-0.0003	-0.0008
2.375	-0.0010	-0.0003	-0.0008
2.400	-0.0010	-0.0003	-0.0008
2.425	-0.0011	-0.0003	-0.0008
2.450	-0.0011	-0.0003	-0.0008
2.475	-0.0011	-0.0003	-0.0008
2.500	-0.0011	-0.0003	-0.0008
2.525	-0.0011	-0.0003	-0.0008
2.550	-0.0011	-0.0003	-0.0008
2.575	-0.0011	-0.0003	-0.0008
2.600	-0.0012	-0.0003	-0.0008
2.625	-0.0012	-0.0004	-0.0008
2.650	-0.0012	-0.0004	-0.0008
2.675	-0.0012	-0.0004	-0.0008
2.700	-0.0012	-0.0004	-0.0008
2.725	-0.0012	-0.0004	-0.0008
2.750	-0.0013	-0.0004	-0.0008
2.775	-0.0013	-0.0004	-0.0009
2.800	-0.0013	-0.0004	-0.0009
2.825	-0.0013	-0.0004	-0.0009
2.850	-0.0013	-0.0004	-0.0009
2.875	-0.0013	-0.0005	-0.0009
2.900	-0.0014	-0.0005	-0.0009
2.925	-0.0014	-0.0005	-0.0009
2.950	-0.0014	-0.0005	-0.0009
2.975	-0.0014	-0.0005	-0.0009
3.000	-0.0014	-0.0005	-0.0009
3.025	-0.0014	-0.0005	-0.0010
3.050	-0.0014	-0.0005	-0.0010
3.075	-0.0014	-0.0005	-0.0010
3.100	-0.0014	-0.0005	-0.0010
3.125	-0.0015	-0.0005	-0.0010
3.150	-0.0015	-0.0005	-0.0010
3.175	-0.0015	-0.0005	-0.0010
3.200	-0.0015	-0.0005	-0.0010
3.225	-0.0015	-0.0005	-0.0010
3.250	-0.0016	-0.0005	-0.0010
3.275	-0.0016	-0.0005	-0.0011
3.300	-0.0016	-0.0005	-0.0011
3.325	-0.0016	-0.0005	-0.0011
3.350	-0.0016	-0.0006	-0.0011
3.375	-0.0017	-0.0006	-0.0011
3.400	-0.0017	-0.0006	-0.0011
3.425	-0.0018	-0.0006	-0.0011
3.450	-0.0018	-0.0007	-0.0011
3.475	-0.0018	-0.0007	-0.0011
3.500	-0.0019	-0.0007	-0.0012
3.525	-0.0019	-0.0007	-0.0012
3.550	-0.0019	-0.0008	-0.0012
3.575	-0.0020	-0.0008	-0.0012
3.600	-0.0020	-0.0008	-0.0012
3.625	-0.0021	-0.0008	-0.0012
3.650	-0.0021	-0.0008	-0.0013
3.675	-0.0022	-0.0009	-0.0013
3.700	-0.0022	-0.0009	-0.0013
